"Coliflor", 24.15, 530
"Morrón", 2890.54, 642
"Melón", 116.29, 324
"Durazno", 281.00, 832
"Ajo", 894.37, 115
"Papa", 19.50, 820
"Alcachofa", 151.49, 258
"Lima", 1001.75, 164
"TomCherry", 532.43, 200
"Kiwi", 434.83, 360
"Papa", 14.78, 810
"Cereza", 1060.85, 160
"Morrón", 2949.26, 588
"Frambuesa", 2139.29, 91
"Zanahoria", 38.43, 576
"Naranja", 18.38, 1010
"Mandarina", 20.30, 800
"Banana", 41.96, 980
"Ajo", 956.77, 104
"Palta", 509.31, 555
"Apio", 68.24, 288
"Cebolla", 70.05, 744
"Coliflor", 28.48, 465
"Frambuesa", 2077.69, 120
"Berenjena", 57.16, 492
"Espárrago", 640.21, 184
"Batata", 10.16, 850
"Naranja", 18.01, 840
"Durazno", 187.74, 880
"Zanahoria", 36.64, 576
"Frutilla", 296.73, 282
"Alcachofa", 128.28, 270
"Ajo", 947.40, 105
"TomCherry", 565.85, 238
"Uva", 668.17, 303
"Zuccini", 80.77, 570
"Pepino", 36.21, 490
"Sandía", 62.25, 810
"Tomate", 692.26, 855
"Kinoto", 35.05, 212
"Mandarina", 15.63, 1150
"Espárrago", 618.60, 202
"Lima", 1035.15, 166
"Melón", 113.40, 448
"Palta", 485.00, 570
"Sandía", 55.62, 927
"Alcachofa", 151.05, 282
"Palta", 514.00, 440
"Berenjena", 45.56, 588
"Calabaza", 21.08, 656
"Manzana", 146.36, 860
"Pepino", 36.32, 420
"Berenjena", 41.28, 702
"Higo", 2481.84, 81
"Zuccini", 97.18, 582
"TomCherry", 537.69, 164
"Frambuesa", 2112.88, 84
"Lechuga", 36.17, 918
"Ajo", 889.84, 90
"Espárrago", 611.05, 182
"Naranja", 24.47, 1050
"Calabaza", 18.23, 896
"Calabaza", 14.25, 928
"Cereza", 1002.30, 238
"Apio", 60.30, 279
"Ajo", 943.07, 102
"Lechuga", 47.39, 720
"Tomate", 726.64, 990
"Zuccini", 80.54, 714
"Coliflor", 35.27, 420
"Zanahoria", 36.68, 528
"Uva", 742.87, 342
"Pepino", 35.45, 575
"Kinoto", 25.16, 200
"Pera", 150.41, 1160
"Higo", 2574.66, 98
"Higo", 2642.97, 87
"Alcachofa", 153.86, 243
"Berenjena", 41.19, 552
"Sandía", 57.83, 810
"Champignon", 3543.56, 86
"Lima", 988.11, 200
"Kiwi", 435.72, 444
"Durazno", 141.90, 904
"Lima", 1013.70, 170
"Pepino", 37.58, 400
"Mandarina", 21.59, 900
"Calabaza", 22.01, 728
"Coliflor", 29.72, 485
"Repollo", 7.48, 602
"Pepino", 29.97, 520
"Lima", 1072.79, 180
"Lechuga", 37.13, 1071
"Kiwi", 430.48, 412
"TomCherry", 549.65, 224
"Brócoli", 352.49, 328
"Pera", 143.55, 1130
"Papa", 11.60, 890
"Batata", 25.69, 1020
"Alcachofa", 143.28, 282
"Calabaza", 24.54, 648
"Naranja", 19.09, 980
"Espárrago", 657.31, 194
"Palta", 1114.15, 460
"Lima", 1287.00, 186
"Lima", 988.93, 184
"Melón", 129.43, 424
"Ciruela", 989.48, 765
"Palta", 1094.40, 424
"Lechuga", 20.03, 945
"Cereza", 1044.87, 234
"Choclo", 54.33, 309
"Durazno", 156.15, 872
"Higo", 2559.51, 82
"Mandarina", 14.56, 970
"Mandarina", 15.50, 1020
"Ciruela", 944.28, 1017
"Sandía", 47.74, 729
"Papa", 22.72, 1100
"Kiwi", 426.42, 476
"Kinoto", 36.54, 216
"TomCherry", 540.63, 192
"Kinoto", 35.61, 180
"Zuccini", 71.36, 720
"Durazno", 264.20, 664
"Repollo", 5.47, 756
"Palta", 1175.41, 372
"Caqui", 837.26, 107
"Limon", 351.23, 609
"Repollo", 4.45, 714
"Ajo", 904.74, 104
"Lima", 1017.30, 240
"Zanahoria", 27.21, 666
"Kiwi", 426.75, 384
"Lechuga", 36.66, 945
"Naranja", 12.71, 980
"Batata", 26.03, 1180
"Apio", 49.19, 291
"Rabanito", 212.07, 282
"Champignon", 3595.04, 94
"Melón", 135.36, 480
"Zanahoria", 34.24, 720
"Ciruela", 908.47, 999
"Mandarina", 19.78, 960
"Pepino", 36.98, 475
"Zanahoria", 33.66, 600
"Banana", 58.41, 1030
"Kinoto", 32.13, 176
"Naranja", 18.64, 1120
"Caqui", 839.88, 94
"Calabaza", 20.39, 696
"Champignon", 3596.91, 100
"Pera", 138.90, 1080
"TomCherry", 530.12, 176
"Pepino", 48.80, 510
"Tomate", 744.18, 720
"Frutilla", 288.79, 267
"Durazno", 160.34, 848
"Banana", 55.25, 820
"Alcachofa", 156.90, 348
"Durazno", 292.42, 792
"Zuccini", 99.08, 702
"Melón", 109.35, 388
"Espárrago", 615.93, 178
"Rabanito", 227.65, 255
"Lechuga", 32.55, 837
"Palta", 1096.39, 436
"Calabaza", 23.33, 760
"Kinoto", 28.52, 214
"Cereza", 1055.42, 210
"Manzana", 129.29, 1020
"Kiwi", 490.28, 440
"Kinoto", 35.15, 232
"Ciruela", 1018.15, 765
"Tomate", 743.34, 1080
"Cebolla", 78.23, 688
"Rabanito", 228.25, 327
"Calabaza", 13.94, 904
"Zanahoria", 34.00, 546
"Tomate", 764.34, 765
"Kiwi", 424.96, 364
"Frambuesa", 2070.74, 89
"Banana", 67.62, 910
"Zuccini", 76.42, 654
"Lima", 1190.75, 226
"Kinoto", 39.04, 178
"Durazno", 162.62, 872
"Pomelo", 53.93, 801
"Sandía", 65.57, 909
"Champignon", 3438.28, 108
"Rabanito", 200.00, 261
"Melón", 96.50, 360
"Naranja", 17.62, 850
"Morrón", 2926.48, 552
"Apio", 57.41, 288
"Frutilla", 266.39, 285
"Lima", 1379.72, 218
"Alcachofa", 140.95, 321
"Lima", 1015.62, 184
"Berenjena", 49.77, 690
"Lima", 1402.46, 234
"Higo", 2553.32, 80
"TomCherry", 512.55, 168
"Repollo", 3.34, 777
"TomCherry", 546.13, 202
"Lechuga", 24.68, 945
"Repollo", 3.29, 721
"Durazno", 148.52, 952
"Banana", 55.44, 1020
"Lima", 1328.75, 220
"Lima", 1210.38, 236
"Berenjena", 48.05, 528
"Naranja", 15.95, 950
"Espárrago", 667.26, 160
"Ciruela", 980.18, 720
"Espárrago", 655.71, 168
"Mandarina", 25.39, 1060
"Naranja", 11.12, 1180
"Batata", 18.09, 870
"TomCherry", 471.85, 236
"Brócoli", 340.16, 404
"Kiwi", 441.05, 468
"Lima", 1196.65, 204
"Lima", 1016.59, 218
"Acelga", 24.76, 792
"Frambuesa", 2157.22, 92
"Pepino", 36.54, 595
"Acelga", 16.32, 720
"Melón", 99.16, 356
"Frambuesa", 2046.59, 111
"Manzana", 148.97, 1010
"Cebolla", 71.60, 888
"Calabaza", 21.64, 680
"Espárrago", 614.37, 192
"Durazno", 264.17, 720
"Manzana", 129.97, 1120
"Durazno", 148.47, 744
"Berenjena", 47.26, 504
"Repollo", 8.05, 805
"Cebolla", 64.28, 712
"Repollo", 8.47, 686
"Palta", 518.34, 555
"Kiwi", 451.11, 416
"Melón", 108.39, 472
"Sandía", 73.77, 747
"Repollo", 1.70, 805
"Durazno", 166.34, 872
"Ajo", 919.23, 107
"Sandía", 46.42, 819
"Lima", 1229.95, 168
"Morrón", 2934.78, 564
"Uva", 700.56, 357
"Zuccini", 81.60, 690
"Lima", 1028.06, 200
"TomCherry", 555.13, 238
"Lechuga", 42.94, 810
"Batata", 20.31, 940
"Batata", 23.63, 920
"Rabanito", 230.05, 261
"Pomelo", 52.85, 963
"Alcachofa", 151.35, 264
"Frambuesa", 1928.40, 115
"Pomelo", 46.01, 882
"Frutilla", 287.20, 255
"Lima", 1053.12, 184
"Naranja", 23.82, 1030
"Sandía", 52.97, 810
"Durazno", 183.03, 768
"Zuccini", 92.48, 660
"Durazno", 129.00, 960
"Acelga", 17.73, 1053
"Apio", 58.38, 291
"Champignon", 3682.08, 117
"Ajo", 894.24, 101
"Cebolla", 49.25, 912
"Apio", 54.17, 270
"Banana", 73.51, 1040
"Apio", 55.50, 255
"Limon", 333.41, 840
"Champignon", 3556.86, 108
"Apio", 64.79, 324
"Batata", 21.46, 800
"Mandarina", 16.83, 1100
"Kiwi", 473.06, 400
"Alcachofa", 127.40, 297
"Repollo", 7.13, 602
"Champignon", 3651.48, 105
"Acelga", 16.86, 927
"Palta", 491.90, 500
"Coliflor", 35.21, 515
"Repollo", 3.20, 784
"Cereza", 998.76, 160
"Uva", 691.28, 255
"Naranja", 17.44, 980
"Durazno", 258.78, 800
"Acelga", 23.33, 765
"Cereza", 1041.61, 220
"Zanahoria", 30.12, 504
"Lima", 1097.13, 198
"Palta", 1188.34, 392
"Ciruela", 961.91, 855
"Champignon", 3642.65, 87
"Lima", 1246.93, 178
"Sandía", 60.69, 1008
"Brócoli", 330.04, 432
"Zanahoria", 28.31, 576
"Pepino", 44.93, 555
"Pera", 137.81, 1070
"Naranja", 10.73, 1100
"Zanahoria", 17.02, 600
"Durazno", 149.23, 640
"Alcachofa", 146.69, 261
"Acelga", 29.25, 1062
"Kinoto", 29.83, 190
"Frutilla", 314.69, 360
"Frambuesa", 2081.25, 101
"Banana", 81.75, 890
"Frutilla", 285.46, 240
"Frambuesa", 2038.93, 117
"Kiwi", 417.23, 368
"Banana", 58.90, 800
"Champignon", 3580.12, 81
"Lima", 1355.53, 198
"Repollo", 7.82, 623
"Melón", 105.99, 420
"Uva", 670.92, 294
"Coliflor", 27.93, 560
"Pera", 146.99, 1020
"Pomelo", 45.27, 765
"Cereza", 1008.31, 178
"Lima", 1027.40, 166
"Mandarina", 21.31, 910
"Pera", 148.56, 1160
"Zanahoria", 28.86, 714
"Ciruela", 934.40, 1035
"Rabanito", 211.89, 267
"Naranja", 17.80, 1140
"Calabaza", 17.38, 848
"Rabanito", 249.91, 264
"Zanahoria", 31.64, 528
"Kiwi", 408.83, 392
"Champignon", 3676.05, 115
"Ciruela", 954.78, 981
"Morrón", 2903.50, 582
"Berenjena", 62.95, 720
"Apio", 38.85, 303
"Pera", 149.95, 880
"Melón", 99.73, 344
"Durazno", 174.70, 744
"Tomate", 722.05, 819
"Espárrago", 651.52, 240
"Berenjena", 56.45, 720
"Ciruela", 930.24, 1071
"Manzana", 121.24, 1080
"Kiwi", 475.38, 428
"Choclo", 61.95, 351
"Choclo", 64.62, 306
"Naranja", 14.25, 1080
"Lima", 1036.42, 208
"Zanahoria", 34.12, 522
"Morrón", 2930.06, 516
"Melón", 98.69, 380
"Mandarina", 31.56, 1130
"Frutilla", 315.82, 291
"Sandía", 72.34, 945
"Brócoli", 343.28, 380
"Naranja", 3.07, 1150
"Manzana", 129.07, 960
"Lima", 1214.33, 228
"Pera", 151.46, 1060
"Frambuesa", 2047.61, 97
"Alcachofa", 129.11, 285
"Repollo", 7.68, 623
"Lima", 1248.61, 200
"Calabaza", 25.27, 784
"Morrón", 2957.10, 534
"Naranja", 18.83, 980
"Champignon", 3563.00, 106
"Rabanito", 216.98, 300
"Lechuga", 21.66, 972
"Zanahoria", 41.66, 552
"Ajo", 966.29, 110
"Calabaza", 21.49, 776
"Frambuesa", 2152.64, 85
"Frutilla", 308.15, 264
"Naranja", 11.49, 1140
"Palta", 497.06, 485
"Apio", 44.26, 327
"TomCherry", 550.08, 216
"Durazno", 152.20, 760
"Durazno", 254.98, 752
"Choclo", 69.16, 264
"Papa", 17.04, 930
"Tomate", 804.52, 801
"Manzana", 144.99, 850
"Batata", 22.36, 950
"Lima", 1043.29, 216
"Naranja", 15.77, 1110
"Banana", 69.24, 1200
"Naranja", 18.16, 850
"Zuccini", 75.37, 690
"Morrón", 2904.26, 552
"Durazno", 124.69, 720
"Lechuga", 33.01, 1017
"Durazno", 164.93, 704
"Lima", 1362.20, 224
"Zuccini", 78.55, 690
"Papa", 16.72, 850
"Alcachofa", 139.90, 276
"Zanahoria", 37.35, 636
"Ciruela", 953.27, 837
"Kinoto", 30.90, 186
"Berenjena", 72.99, 642
"Kinoto", 23.80, 164
"Lima", 1219.10, 194
"Naranja", 15.15, 910
"Palta", 1098.68, 360
"Berenjena", 48.67, 504
"Mandarina", 22.75, 950
"Limon", 326.20, 574
"Sandía", 58.71, 882
"Mandarina", 21.19, 940
"Mandarina", 12.48, 940
"Batata", 25.31, 990
"Frambuesa", 2095.39, 81
"Naranja", 13.07, 1010
"Cereza", 1003.61, 178
"Mandarina", 24.63, 920
"Choclo", 62.83, 243
"Uva", 688.78, 351
"Ajo", 877.30, 107
"Alcachofa", 157.83, 321
"Rabanito", 232.56, 324
"Lechuga", 34.42, 882
"Lima", 1360.96, 170
"Choclo", 63.51, 279
"Cebolla", 72.69, 664
"Limon", 317.79, 574
"Banana", 70.68, 1060
"Palta", 1187.21, 348
"Pepino", 31.95, 585
"Espárrago", 556.01, 190
"Choclo", 61.51, 315
"Cebolla", 61.70, 792
"Choclo", 56.44, 285
"Acelga", 28.85, 954
"Champignon", 3509.39, 89
"Rabanito", 211.86, 360
"Limon", 320.88, 763
"Durazno", 151.78, 736
"Champignon", 3534.73, 88
"Lima", 1078.15, 210
"Espárrago", 595.37, 164
"Repollo", 1.91, 595
"Sandía", 69.28, 1017
"Ajo", 981.30, 118
"Palta", 494.89, 520
"Batata", 22.51, 1050
"Lima", 1012.56, 166
"Tomate", 720.10, 1026
"Pomelo", 47.22, 882
"Acelga", 22.02, 1062
"Uva", 695.86, 282
"Ciruela", 989.88, 1035
"Tomate", 711.74, 954
"Espárrago", 632.38, 192
"Cereza", 1010.62, 172
"Ajo", 896.12, 92
"Zanahoria", 32.30, 534
"Rabanito", 245.10, 348
"Cebolla", 58.11, 680
"Papa", 15.85, 1040
"Pera", 157.16, 930
"Sandía", 63.64, 765
"Acelga", 16.31, 846
"Espárrago", 650.70, 224
"Rabanito", 215.42, 312
"Champignon", 3678.38, 90
"Caqui", 833.34, 98
"Kinoto", 30.03, 164
"Lima", 1221.32, 194
"Tomate", 700.38, 1062
"Cebolla", 66.96, 640
"Repollo", 3.24, 791
"Repollo", 6.32, 749
"Papa", 22.85, 970
"Papa", 18.63, 860
"Cebolla", 63.78, 640
"Brócoli", 369.22, 412
"Espárrago", 633.79, 176
"Mandarina", 24.96, 800
"Lima", 1078.24, 210
"Morrón", 2962.15, 672
"Choclo", 56.50, 264
"Palta", 1174.72, 428
"Higo", 2559.29, 81
"Durazno", 139.02, 824
"Frambuesa", 2077.64, 90
"Pepino", 35.60, 590
"Mandarina", 24.08, 1130
"Lima", 1037.99, 180
"Higo", 2542.68, 105
"TomCherry", 543.72, 188
"Frutilla", 304.11, 303
"Caqui", 852.34, 103
"Higo", 2594.62, 88
"Ciruela", 951.35, 792
"Lima", 1224.96, 194
"Champignon", 3533.86, 107
"Caqui", 864.73, 89
"Manzana", 128.97, 900
"Repollo", 8.42, 826
"Durazno", 270.24, 656
"Champignon", 3540.90, 112
"Papa", 14.71, 1130
"Berenjena", 52.07, 636
"Champignon", 3565.33, 90
"Cebolla", 58.89, 912
"Manzana", 151.78, 920
"Durazno", 247.43, 904
"Durazno", 172.53, 656
"Berenjena", 63.62, 606
"Palta", 471.42, 410
"Naranja", 8.82, 1040
"Durazno", 151.22, 728
"Lima", 1197.01, 216
"Champignon", 3632.69, 87
"Acelga", 13.39, 738
"Zanahoria", 31.51, 624
"Lima", 994.83, 216
"Repollo", 6.00, 784
"Frambuesa", 2065.22, 107
"Alcachofa", 133.26, 288
"Champignon", 3572.00, 110
"Pepino", 40.20, 410
"Repollo", 8.44, 735
"Cebolla", 57.68, 800
"Ciruela", 1008.82, 1008
"Palta", 502.67, 435
"Mandarina", 19.61, 1030
"Mandarina", 29.60, 1060
"Lechuga", 41.08, 792
"Kinoto", 31.78, 208
"Higo", 2539.00, 108
"Ciruela", 1012.73, 774
"Papa", 13.98, 1200
"Kiwi", 445.78, 372
"Batata", 13.52, 1090
"Choclo", 52.70, 279
"Manzana", 125.33, 920
"Apio", 60.00, 312
"Acelga", 21.53, 765
"Cereza", 1039.59, 230
"TomCherry", 565.39, 188
"Naranja", 24.79, 820
"Zanahoria", 34.94, 666
"Mandarina", 16.03, 960
"Sandía", 64.65, 792
"Mandarina", 15.53, 930
"Repollo", 5.82, 567
"Tomate", 729.22, 918
"Banana", 67.90, 820
"Pomelo", 43.84, 720
"Zuccini", 83.27, 510
"Limon", 307.77, 707
"Rabanito", 244.51, 291
"Lima", 975.89, 234
"Coliflor", 29.43, 455
"Calabaza", 21.26, 920
"Choclo", 58.33, 357
"Morrón", 2896.62, 672
"Brócoli", 372.21, 380
"Pera", 160.92, 880
"Espárrago", 602.66, 188
"Papa", 19.49, 1120
"Berenjena", 49.35, 486
"Papa", 17.40, 990
"Durazno", 170.95, 824
"Brócoli", 383.79, 328
"Naranja", 13.20, 800
"Melón", 109.60, 468
"Papa", 13.79, 1120
"Acelga", 17.25, 882
"Pera", 144.90, 1130
"Pepino", 46.99, 595
"Kinoto", 40.73, 168
"Durazno", 177.75, 648
"Coliflor", 33.36, 520
"Repollo", 6.66, 798
"Uva", 714.94, 252
"Lima", 1201.79, 196
"Limon", 320.86, 595
"Repollo", 4.46, 798
"Naranja", 9.25, 1020
"Choclo", 53.25, 348
"Lima", 1339.44, 206
"Palta", 1139.32, 424
"Cereza", 1005.08, 190
"Naranja", 6.68, 950
"Tomate", 765.45, 828
"Berenjena", 37.46, 528
"Cereza", 994.86, 204
"Brócoli", 346.48, 368
"Caqui", 829.24, 105
"Cebolla", 61.33, 696
"Naranja", 16.93, 900
"Naranja", 6.44, 1030
"Palta", 508.61, 545
"Morrón", 3009.02, 522
"Higo", 2584.31, 92
"Kinoto", 37.52, 184
"Kiwi", 397.56, 448
"Palta", 531.80, 470
"Manzana", 168.07, 1120
"Papa", 17.83, 890
"Tomate", 710.73, 927
"Sandía", 57.36, 1026
"Lima", 1066.72, 196
"Mandarina", 17.30, 940
"Alcachofa", 152.21, 249
"Apio", 61.79, 333
"Banana", 65.00, 1010
"Limon", 353.21, 588
"Repollo", 6.48, 672
"Lechuga", 42.57, 1053
"Lima", 1321.54, 160
"Palta", 459.88, 490
"Durazno", 253.58, 800
"Apio", 72.77, 294
"Repollo", 4.51, 651
"Tomate", 761.98, 972
"Banana", 83.32, 950
"Lima", 1032.72, 210
"Brócoli", 347.97, 444
"Zanahoria", 36.03, 558
"Melón", 84.59, 352
"Calabaza", 18.50, 864
"Lima", 1043.58, 236
"Espárrago", 651.57, 164
"Melón", 95.63, 360
"TomCherry", 558.14, 166
"Apio", 69.23, 357
"Durazno", 261.63, 656
"Zanahoria", 35.02, 666
"Mandarina", 26.06, 910
"Zuccini", 82.38, 510
"Lechuga", 39.12, 891
"Morrón", 3031.25, 672
"Espárrago", 630.96, 206
"Melón", 97.17, 400
"Tomate", 752.63, 873
"Lima", 1329.76, 220
"Durazno", 256.03, 760
"Higo", 2631.27, 119
"Kinoto", 33.07, 162
"Ciruela", 939.98, 873
"Brócoli", 366.25, 448
"Durazno", 267.41, 760
"Kiwi", 424.65, 372
"Lechuga", 42.45, 900
"Manzana", 117.53, 1070
"Lima", 1429.84, 192
"Ciruela", 911.69, 972
"Naranja", 11.69, 820
"Durazno", 273.43, 936
"Espárrago", 649.93, 164
"Durazno", 294.90, 696
"Zuccini", 110.98, 666
"Limon", 342.57, 637
"Brócoli", 329.40, 360
"Brócoli", 348.55, 388
"Ajo", 904.61, 102
"Ajo", 845.29, 110
"Rabanito", 239.22, 243
"Mandarina", 12.69, 830
"Naranja", 9.96, 1040
"Palta", 502.13, 415
"Alcachofa", 129.55, 240
"Choclo", 30.05, 360
"Manzana", 137.97, 940
"Rabanito", 211.37, 321
"Acelga", 19.42, 801
"Espárrago", 644.61, 238
"Mandarina", 21.72, 1030
"Repollo", 6.91, 679
"Zuccini", 79.13, 588
"Frambuesa", 1967.17, 87
"Kinoto", 35.47, 206
"Palta", 481.65, 585
"Frutilla", 279.05, 360
"Durazno", 176.35, 896
"Sandía", 49.44, 756
"Melón", 111.76, 432
"Pomelo", 44.65, 738
"Banana", 70.74, 990
"Acelga", 18.82, 963
"Naranja", 10.62, 1170
"Caqui", 845.78, 88
"Naranja", 17.76, 850
"Champignon", 3576.01, 104
"Rabanito", 239.93, 306
"Durazno", 258.02, 792
"Zanahoria", 37.35, 492
"Tomate", 791.44, 1044
"Zanahoria", 36.59, 624
"Pomelo", 50.21, 738
"Banana", 67.80, 1010
"TomCherry", 555.06, 238
"Cebolla", 71.76, 816
"Tomate", 702.97, 909
"Lechuga", 53.01, 1053
"Sandía", 53.42, 783
"Pera", 147.16, 870
"Ciruela", 930.73, 1026
"Alcachofa", 149.91, 354
"Apio", 53.06, 318
"Pomelo", 39.00, 936
"Batata", 14.61, 1060
"Lima", 1045.53, 168
"Limon", 334.58, 777
"Mandarina", 27.29, 1090
"Zanahoria", 22.47, 660
"Uva", 682.74, 267
"Zanahoria", 36.90, 510
"Caqui", 830.16, 93
"Zanahoria", 24.30, 558
"Espárrago", 617.05, 210
"Frambuesa", 2041.85, 119
"Lima", 1328.20, 174
"Pera", 153.03, 970
"Alcachofa", 136.05, 357
"Lechuga", 55.25, 900
"Naranja", 10.57, 1070
"Ciruela", 928.30, 756
"Apio", 64.75, 240
"Pomelo", 39.00, 756
"Manzana", 147.51, 990
